Category,SubCategory,CatID,CatShort,Synonyms,Category_zh,SubCategory_zh,Synonyms_zh,Category_tw,SubCategory_tw,Synonyms_tw
CARTOON,ZIP,TOONZip,TOON,"Animated, Cartoony, Comic, Dart, Flash, Fly, Hanna, Rico, Silly, Toon, Whizz, Zing, Zip, Zippy, Zoom",卡通,拉链,"上拉, 下拉",卡通,拉鍊,"上拉, 下拉"
CERAMICS,BREAK,CERMBrk,CERM,"Apart, Break, Burst, Ceramic, Ceramics, China, Chip, Clay, Crack, Crockery, Crumble, Crunch, Crush, Demolish, Destroy, Disintegrate, Earthenware, Fracture, Fragment, Porcelain, Pottery, Shatter, Smash, Snap, Splinter, Split, Stoneware, Terracotta, Tile, Ware",陶瓷,打破,"打破,裂缝,粉碎,破坏",陶瓷,打破,"打破,裂縫,粉碎,破壞"
CERAMICS,CRASH & DEBRIS,CERMCrsh,CERM,"Ceramic, Ceramics, China, Clay, Collision, Crockery, Debris, Earthenware, Fall, Fragments, Porcelain, Pottery, Remains, Rubble, Ruins, Scatter, Shards, Smash, Stoneware, Terracotta, Tile, Trash, Ware, Wreckage",陶瓷,碎片,"坠落,碎片,碰撞",陶瓷,碎片,"墜落,碎片,碰撞"
CERAMICS,FRICTION,CERMFric,CERM,"Abrasion, Attrition, Ceramic, Ceramics, China, Clay, Creak, Crockery, Earthenware, Erosion, Grating, Grinding, Porcelain, Pottery, Rasping, Rubbing, Scouring, Scrape, Scraping, Scratching, Screech, Scuffing, Sliding, Squeak, Stoneware, Stress, Terracotta, Tile, Ware, Wear",陶瓷,挤压,"压力,刮擦,吱吱声,吱吱声,尖叫声",陶瓷,擠壓,"壓力,刮擦,吱吱聲,吱吱聲,尖叫聲"
CERAMICS,HANDLE,CERMHndl,CERM,"Caress, Catch, Ceramic, Ceramics, China, Clasp, Clay, Clench, Clutch, Crockery, Down, Earthenware, Embrace, Fondle, Grab, Grasp, Grip, Handle, Hold, Manipulate, Operate, Palm, Pickup, Porcelain, Pottery, Seize, Set, Stoneware, Take, Terracotta, Tile, Toss, Touch, Use, Ware",陶瓷,抓取,"触碰, 拿到, 抓取",陶瓷,抓取,"觸碰, 拿到, 抓取"
CERAMICS,IMPACT,CERMImpt,CERM,"Bang, Banging, Bash, Bump, Ceramic, Ceramics, China, Clap, Clay, Clink, Clunk, Collide, Colliding, Collision, Crash, Crashing, Crockery, Drop, Earthenware, Hit, Hitting, Impact, Impacting, Jolt, Knock, Porcelain, Pottery, Pound, Ram, Shock, Slam, Slamming, Smack, Smacking, Stoneware, Strike, Striking, Terracotta, Thrust, Thump, Tile, Ware",陶瓷,打击,"掉落,撞击,碰撞",陶瓷,打擊,"掉落,撞擊,碰撞"
CERAMICS,MISC,CERMMisc,CERM,"Ceramic, Ceramics, China, Clay, Crockery, Earthenware, Miscellaneous, Porcelain, Pottery, Stoneware, Terracotta, Tile, Ware",陶瓷,其它,各种各样的,陶瓷,其它,各種各樣的
CERAMICS,MOVEMENT,CERMMvmt,CERM,"Ceramic, Ceramics, China, Clatter, Clay, Crockery, Drag, Earthenware, Jiggle, Jingle, Move, Porcelain, Pottery, Rattle, Roll, Shake, Shift, Stoneware, Terracotta, Tile, Vibrate, Ware, Wobble",陶瓷,移动,"拖动,滚动,摇晃",陶瓷,移動,"拖動,滾動,搖晃"
CERAMICS,TONAL,CERMTonl,CERM,"Bowed, Ceramic, Ceramics, China, Clay, Crockery, Earthenware, Frequency, Harmonic, Melodic, Melodious, Musical, Ping, Pitch, Porcelain, Pottery, Resonance, Resonant, Ring, Shing, Sonorous, Sound, Stoneware, Terracotta, Tile, Timbre, Tonal, Tone, Ware",陶瓷,音乐性,"纯音, 音色, 谐音",陶瓷,音樂性,"純音, 音色, 諧音"
CHAINS,BREAK,CHAINBrk,CHAIN,"Bend, Break, Burst, Crack, Fracture, Links, Rupture, Sever, Shatter, Snap, Splinter, Split",链条,打破,"折断,折断,弯曲",鏈條,打破,"折斷,折斷,彎曲"
CHAINS,HANDLE,CHAINHndl,CHAIN,"Catch, Clench, Down, Grab, Grasp, Grip, Handle, Hold, Manipulate, Operate, Palm, Pickup, Pulling, Seize, Set, Take, Throw, Toss, Use",链条,抓取,"铁链,自行车链,锁链",鏈條,抓取,"鐵鍊,自行車鏈,鎖鏈"
CHAINS,IMPACT,CHAINImpt,CHAIN,"Bang, Banging, Colliding, Crash, Crashing, Drop, Hit, Hitting, Impact, Impacting, Pound, Ram, Slam, Slamming, Smack, Smacking, Strike, Striking, Thrust",链条,打中,"跌落,撞击,撞击,猛击,张力断裂",鏈條,打中,"跌落,撞擊,撞擊,猛擊,張力斷裂"
CHAINS,MISC,CHAINMisc,CHAIN,"Bonds, Links, Manacles, Miscellaneous, Restraints, Shackles",链条,其它,各种各样的,鏈條,其它,各種各樣的
CHAINS,MOVEMENT,CHAINMvmt,CHAIN,"Bind, Bound, Clank, Clatter, Drag, Jingle, Shackle, Shackled, Shake, Vibrate",链条,移动,"手铐,锁链",鏈條,移動,"手銬,鎖鏈"
CHEMICALS,ACID,CHEMAcid,CHEM,"Acetic, Acidic, Acrid, Biting, Caustic, Citric, Corrosive, Erosive, Fizz, Hydrochloric, Melt, Sizzle, Sour, Sulfuric, Toxic",化学,腐蚀,"嘶嘶声,融化,法术,魔法",化學,腐蝕,"嘶嘶聲,融化,法術,魔法"
CHEMICALS,MISC,CHEMMisc,CHEM,"Agents, Atoms, Chemical, Chemicals, Compound, Compounds, Formulas, Matter, Miscellaneous, Mixtures, Molecules, Reagent, Solutions, Substance, Substances, Toxic",化学,其它,各种各样的,化學,其它,各種各樣的
CHEMICALS,REACTION,CHEMReac,CHEM,"Activate, Bubbling, Catalysis, Catalyst, Catalyze, Chemically, Chemistry, Electrolysis, Endothermic, Enzyme, Exothermic, Fermentation, Foaming, Hydrolysis, Inactive, Inert, React, Reaction, Reactive, Reagent, Transformation",化学,反应,"冒泡,起泡,反应",化學,反應,"冒泡,起泡,反應"
CLOCKS,CHIME,CLOCKChim,CLOCK,"Bell, Chime, Clock, Dong, Grandfather, Peal, Ring, Sound, Strike, Striker, Toll, Tolling",钟表,风铃,"钟声, 树铃",鐘錶,風鈴,"鐘聲, 樹鈴"
CLOCKS,MECHANICS,CLOCKMech,CLOCK,"Apparatus, Clocklike, Clockwork, Clockworks, Cogwheel, Cuckoo, Device, Escapement, Gears, Innards, Insides, Machinery, Mainspring, Mechanisms, Movements, Pendulum, Springs, Ticktock, Timepiece, Watch, Wheels, Winder, Winding, Workings",钟表,机械,"绕组, 时钟齿轮, 布谷鸟钟,轮轴",鐘錶,機械,"繞組, 時鐘齒輪, 布穀鳥鐘,輪軸"
CLOCKS,MISC,CLOCKMisc,CLOCK,"Chronometers, Miscellaneous, Timekeepers, Timepieces, Timers, Watches",钟表,其它,各种各样的,鐘錶,其它,各種各樣的
CLOCKS,TICK,CLOCKTick,CLOCK,"Chronometer, Click, Clicking, Clock, Egg, Face, Hands, Numerals, Pendulum, Quartz, Sounds, Stop, Stopwatch, Tick, Tick-Tock, Ticking, Time, Timekeeping, Timer, Tock, Tocking, Watch",钟表,嘀嗒,"滴答,点击,石英,滴答,秒表,鸡蛋计时器",鐘錶,嘀嗒,"滴答,點擊,石英,滴答,秒錶,雞蛋計時器"
CLOTH,FLAP,CLOTHFlp,CLOTH,"Apparel, Apron, Banner, Bib, Blanket, Burlap, Canvas, Cape, Clothe, Cotton, Dress, Fabric, Fabrics, Flag, Flannel, Flap, Flapping, Flicker, Flutter, Fluttering, Garment, Gown, Jacket, Jeans, Khaki, Lace, Laundry, Linen, Material, Microfiber, Muslin, Nylon, Oilcloth, Oilskin, Pants, Parachute, Pillowcase, Polyester, Rag, Rayon, Robe, Rustle, Rustling, Sail, Sailcloth, Sheet, Shirt, Silk, Skirt, Tablecloth, Terry, Textile, Towel, Whipping, Wool, Woven",布料,抖动,"翅膀,襟翼,旗帜,沙沙声,降落伞,斗篷,帆布,帆,床单",布料,抖動,"翅膀,襟翼,旗幟,沙沙聲,降落傘,斗篷,帆布,帆,床單"
CLOTH,HANDLE,CLOTHHndl,CLOTH,"Apparel, Apron, Banner, Bib, Blanket, Burlap, Canvas, Catch, Clasp, Clench, Clothe, Clutch, Cotton, Down, Dress, Embrace, Fabric, Fabrics, Flag, Flannel, Garment, Gown, Grab, Grasp, Grip, Handle, Hold, Jacket, Jeans, Khaki, Lace, Laundry, Linen, Material, Microfiber, Muslin, Nylon, Oilcloth, Oilskin, Pants, Pickup, Pillowcase, Polyester, Rag, Rayon, Robe, Seize, Set, Sheet, Shirt, Silk, Skirt, Tablecloth, Terry, Textile, Toss, Towel, Wool, Woven",布料,抓取,"拿衣服, 整理衣服",布料,抓取,"拿衣服, 整理衣服"
CLOTH,IMPACT,CLOTHImpt,CLOTH,"Apparel, Apron, Banner, Bib, Blanket, Bump, Burlap, Canvas, Clothe, Cotton, Dress, Drop, Fabric, Fabrics, Flag, Flannel, Garment, Gown, Hit, Hitting, Impact, Impacting, Jacket, Jeans, Khaki, Lace, Laundry, Linen, Material, Microfiber, Muslin, Nylon, Oilcloth, Oilskin, Pants, Pillowcase, Polyester, Rag, Rayon, Robe, Sheet, Shirt, Silk, Skirt, Smack, Smacking, Strike, Tablecloth, Terry, Textile, Thump, Towel, Wool, Woven",布料,打击,"抓衣服, 挠衣服",布料,打擊,"抓衣服, 撓衣服"
CLOTH,MISC,CLOTHMisc,CLOTH,"Apparel, Apron, Banner, Bib, Blanket, Burlap, Canvas, Chambray, Cloth, Clothe, Corduroy, Cotton, Denim, Dress, Fabric, Fabrics, Flag, Flannel, Garment, Gown, Jacket, Jeans, Khaki, Lace, Laundry, Linen, Material, Microfiber, Miscellaneous, Muslin, Nylon, Oilcloth, Oilskin, Pants, Pillowcase, Polyester, Rag, Rayon, Robe, Sheet, Shirt, Silk, Skirt, Tablecloth, Terry, Textile, Towel, Twill, Velvet, Wool, Woven",布料,其它,各种各样的,布料,其它,各種各樣的
CLOTH,MOVEMENT,CLOTHMvmt,CLOTH,"Adjusting, Apparel, Apron, Arranging, Banner, Bib, Billow, Billowing, Blanket, Bunching, Burlap, Canvas, Clothe, Cotton, Crumpling, Drape, Draping, Dress, Fabric, Fabrics, Flag, Flannel, Flapping, Flow, Flutter, Fluttering, Folding, Garment, Gathering, Gown, Hang, Jacket, Jeans, Khaki, Lace, Laundry, Linen, Material, Microfiber, Movement, Muslin, Nylon, Oilcloth, Oilskin, Pants, Pillowcase, Pleating, Polyester, Positioning, Rag, Rayon, Repositioning, Ripple, Robe, Ruffle, Ruffling, Rustle, Rustling, Scrunch, Scrunching, Settling, Sheet, Shifting, Shirt, Silk, Skirt, Smoothing, Spreading, Stretching, Sway, Swaying, Swing, Swish, Tablecloth, Terry, Textile, Towel, Tucking, Tugging, Undulate, Unfolding, Waving, Wool, Woven, Zuzz",布料,移动,"嗖嗖, 沙沙声, 皱褶, 摩擦",布料,移動,"嗖嗖, 沙沙聲, 皺褶, 摩擦"
CLOTH,RIP,CLOTHRip,CLOTH,"Apart, Apparel, Apron, Banner, Bib, Blanket, Breach, Burlap, Canvas, Clothe, Cotton, Cut, Dissect, Dress, Fabric, Fabrics, Flag, Flannel, Garment, Gash, Gown, Incise, Jacket, Jeans, Khaki, Lace, Lacerate, Laundry, Linen, Material, Microfiber, Muslin, Nylon, Oilcloth, Oilskin, Pants, Perforate, Pillowcase, Polyester, Puncture, Rag, Rayon, Rend, Rip, Ripped, Ripper, Ripping, Rive, Robe, Sever, Sheet, Shirt, Shred, Shredded, Silk, Skirt, Slash, Sunder, Tablecloth, Tattered, Tatters, Tear, Tearing, Terry, Textile, Towel, Velcro, Wool, Woven",布料,撕扯,"撕裂,魔术贴",布料,撕扯,"撕裂,魔術貼"
COMMUNICATIONS,AUDIO VISUAL,COMAv,COM,"16mm, 8mm, Amplification, Amplifier, Audio, Audiovisual, Aural, AV, Betamax, Bias, Bolex, Cables, Camcorder, Camera, Cassette, CD, Cinematography, Conferencing, Device, Digital, Dollies, Film, Filming, Footage, Hypermedia, Ipod, Laserdisc, Media, Mixer, Monitoring, Motion, Multimedia, Nagra, Picture, Playback, Player, Presentation, Projector, Radiotelephone, Receiver, Recorder, Reel, Render, Slide, Sound, Spooling, Streaming, System, Tape, Taping, Telecommunication, Television, To, Transient, Tripod, VCR, Video, Videocam, Videophone, Visual, Walkman, Wall",通讯,影视设备,"电影摄影机,  胶片相机, 投影仪, 录音机, 磁带机, 随身听, CD 播放器, 录像机, 播放器, 幻灯机, ipod,DVD,VCD,蓝光机",通訊,影視設備,"電影攝影機, 膠片相機, 投影儀, 錄音機, 磁帶機, 隨身聽, CD 播放器, 錄像機, 播放器, 幻燈機, ipod,DVD,VCD,藍光機"
COMMUNICATIONS,CAMERA,COMCam,COM,"120mm, 35mm, Action, Autofocus, Body, Bulb, Cam, Camara, Camera, Cameraman, Cameramen, Cameraperson, Camra, Canon, CCTV, Digicam, Digital, DSLR, Film, Flash, Format, Fuji, Fujifilm, Hasselblad, Image, Imaging, Instant, Kodak, Leica, Lens, Lense, Mamiya, Medium, Minicam, Nikon, Olympus, Photo, Photog, Photograph, Photographer, Photographic, Photographing, Photography, Picture, Pictures, Point-And-Shoot, Polaroid, Sensor, Shutter, SLR, Sony, Surveillance, Trail, Viewfinder, Webcam, Winding",通讯,照相机,"相机快门,对焦,闪光灯,柯达,尼康,佳能,奥林巴斯,柯达,富士,富士胶片,玛米亚,哈苏,徕卡",通訊,照相機,"相機快門,對焦,閃光燈,柯達,尼康,佳能,奧林巴斯,柯達,富士,富士膠片,瑪米亞,哈蘇,徠卡"
COMMUNICATIONS,CELLPHONE,COMCell,COM,"Android, Blackberry, Calling, Cameraphone, Carphone, Cell, Cellular, Femtocell, Flip, Galaxy, Handsfree, Iphone, Mobile, Motorola, Nokia, Phone, Pocketphone, Portability, Roaming, Screenphone, SIM, Smartphone, Wireless, Wristphone",通讯,手机,"手机, 智能手机, iphone, 黑莓手机, 翻盖手机, 安卓",通訊,手機,"手機, 智能手機, iphone, 黑莓手機, 翻蓋手機, 安卓"
COMMUNICATIONS,MICROPHONE,COMMic,COM,"Cardioids, Dictaphone, Electret, Feedback, Handling, Headsets, Hydrophone, Hypercardioid, Lapel, Larsen, Lavalier, Lavaliere, Lectern, Megaphone, Mic, Microphone, Mics, Mike, Mikes, Podium, Preamplifier, Tap, Transducer",通讯,麦克风,"麦克风啸叫,麦克风杂音,扩音器",通訊,麥克風,"麥克風嘯叫,麥克風雜音,擴音器"
COMMUNICATIONS,MISC,COMMisc,COM,"Comm, Communicator, Fax, Miscellaneous, Newsletter, Reporting, Telecom, Telecommunication, Telecommunications, Telecoms, Telematics, Transmittal, Transmitted",通讯,其它,各种各样的,通訊,其它,各種各樣的
COMMUNICATIONS,PHONOGRAPH,COMPhono,COM,"33, 45, 78, Audion, Changer, Cinematograph, Edison, EP, Gramophone, Gramophones, Graphogram, Graphophone, Jukebox, Jukeboxes, Kinetoscope, LP, Orchestrion, Phonautograph, Phono, Phonogram, Phonographic, Phonography, Phonorecord, Photophone, Pianola, Player, Portable, Radiogram, Record, Stereophonic, Stereopticon, Stylus, Turntable, Turntables, Victrola, Vinyl",通讯,留声机,"转盘,留声机, 黑胶唱片",通訊,留聲機,"轉盤,留聲機, 黑膠唱片"
COMMUNICATIONS,RADIO,COMRadio,COM,"Airing, Airwaves, AM, Antenna, BBC, Boombox, Broadcast, Broadcaster, Broadcasting, Car, Clock, Communications, FM, Futz, HD, Longwave, Newscasting, Portable, Radar, Radial, Radiocast, Radiocommunication, Radiofrequency, Radiophonic, Radiotelegraph, Radiotelegraphy, Radiotelephone, Receiver, Receiving, Shortwave, Side-Band, Signal, Siriusxm, Squelch, Station, Tabletop, Transmission, Tuner, Tuning, Waves, Weather, Wireless",通讯,收音机,"调谐,收音机,短波,白噪,信号,电台,通讯",通訊,收音機,"調諧,收音機,短波,白噪,信號,電台,通訊"
COMMUNICATIONS,STATIC,COMStatic,COM,"Aliasing, Brown, Buzz, Crackle, Crunchy, Electrostatic, Fuzz, Hiss, Hum, Interference, Noise, Noisy, Pink, Radio, Scramble, Squelched, TV, White",通讯,干扰,噪音,通訊,干擾,噪音
COMMUNICATIONS,TELEMETRY,COMTelm,COM,"Analog, Analytics, Code, Comms, Data, Datalink, Datalogger, Dataloggers, Digital, Downlink, Downlinks, FSK, GPS, Modem, Monitoring, Morse, PPM, PSK, Ranging, Readout, Readouts, Satellites, Sensors, SOS, Spectrum, Telegraph, Tracker, Trackers, Tracking, Transmission, Uplinking",通讯,无线电,"莫尔斯电码,电报,遥测,读数,sos",通訊,無線電,"莫爾斯電碼,電報,遙測,讀數,sos"
COMMUNICATIONS,TELEPHONE,COMTelph,COM,"Answerphone, Autodial, Calling, Cord, Cordless, Dial, Dialer, Dialing, Directory, Handset, Helpdesk, Helpline, Hotline, Hotlines, Interphone, Key, Landline, Number, Numero, Pad, Payphone, Phone, Phonecall, Phoned, Phoneline, Phoning, Push-Button, Radiotelephone, Radiotelephony, Receiver, Rotary, Speakerphone, Switchboard, Switchboards, Tel, Tele, Telecom, Telecommunication, Telecommunications, Teleconference, Teleconferencing, Telefonica, Telemarketing, Telephonic, Telephonically, Telephonist, Telephonists, Telephony, Touch-Tone, Touchtone, Voicemail",通讯,电话,"拨号,公用电话,旋转拨号,键盘,座机,有线电话",通訊,電話,"撥號,公用電話,旋轉撥號,鍵盤,座機,有線電話"
COMMUNICATIONS,TELEVISION,COMTv,COM,"4K, Advertising, Antenna, Broadcast, Broadcaster, Channel, Commercials, CRT, Curved, Dial, Documentaries, Drama, Emissions, Flatscreen, Futz, HDR, LCD, LED, Movies, News, Newscaster, OLED, Opera, Plasma, Program, Programming, QLED, Remote, Show, Sitcom, Sitcoms, Smart, Soap, Sports, Talk, Teevee, Teleshopping, Televised, Television, Telly, Tube, TV, UFH, VHF, Viewing",通讯,电视机,"电视,遥控器,拨号,节目,节目,futz",通訊,電視機,"電視,遙控器,撥號,節目,節目,futz"
COMMUNICATIONS,TRANSCEIVER,COMTran,COM,"Allonge, Antenna, Array, Bleep, Broadcast, CB, Collect, Collecting, Compander, Converter, Cradle, Cross, Directional, Dispatch, Downlink, Ear, Frequency, Ham, Heterodyne, Intercom, Keying, Lead, Modulation, Multipath, Omnidirectional, Racon, Radar, Radio, Radiogram, Radioman, Radios, Radiosonde, Receive, Received, Receiver, Receiving, Rig, Satellite, Signal, Squelch, Talkies, Transmitter, Transponder, Two-Way, Walkie, Wavelength, Wireless",通讯,信号收发机,"对讲机,cb,业余无线电,收发器,静噪,对讲,调度",通訊,信號收發機,"對講機,cb,業餘無線電,收發器,靜噪,對講,調度"
COMMUNICATIONS,TYPEWRITER,COMType,COM,"Braillewriter, Brother, Carriage, Corona, Daisywheel, Electric, Keyboard, Knob, Manual, Mimeographs, Olivetti, Olympia, Platen, Platten, Portable, Return, Ribbon, Royal, Smith-Corona, Stenograph, Stenographer, Tabulator, Teleprinter, Teletype, Teletypes, Teletypewriters, Treadle, Typeball, Typebar, Typebars, Typeface, Typehead, Typewrite, Typewriter, Typewritten, Typist, Typists, Typograph, Typographer, Underwood",通讯,打字机,"打字机,电传打字机,回车,压板旋钮",通訊,打字機,"打字機,電傳打字機,回車,壓板旋鈕"
COMPUTERS,HARD DRIVE,CMPTDriv,CMPT,"Boot, Data, Disc, Disk, Firewire, Floppy, Gigabytes, Grind, Hard, HDD, IDE, Magnetic, Megabytes, NAS, RAID, SATA, SCSI, Search, SSD, Storage, Terabytes, Thunderbolt",电脑,硬盘,"跳过,搜索,研磨,硬盘,硬盘",電腦,硬盤,"跳過,搜索,研磨,硬盤,硬盤"
COMPUTERS,KEYBOARD & MOUSE,CMPTKey,CMPT,"Bluetooth, Clicking, Cursor, Device, Ergonomic, Input, Keyboard, Keypad, Keys, Keystroke, Magic, Mechanical, Mice, Mouse, Numeric, Optical, QWERTY, Touchpad, Trackball, Trackpad, Typing, Wired, Wireless",电脑,键鼠,"键盘,鼠标,鼠标,触控板",電腦,鍵鼠,"鍵盤,鼠標,鼠標,觸控板"
COMPUTERS,MISC,CMPTMisc,CMPT,"Calculation, Computing, CPU, Cybercrime, Cyberspace, Desktop, Desktops, Gadget, Laptop, Mainframe, Palm, Pc, Peripheral, Pilot, Pocket, Software, Supercomputer, Tablet, Tech",电脑,其它,"掌上电脑,掌上电脑",電腦,其它,"掌上電腦,掌上電腦"
CREATURES,AQUATIC,CREAAqua,CREA,"Aquatic, Creature, Cthulhu, Giant, Hydra, Kelpie, Kraken, Leviathan, Loch, Marine, Mermaid, Monster, Naga, Ness, Nessie, Oceanic, Sea, Serpent, Siren, Squid",生物,水生,"海妖,美人鱼,巨型鱿鱼",生物,水生,"海妖,美人魚,巨型魷魚"
CREATURES,AVIAN,CREAAvian,CREA,"Alien, Beaked, Birds, Extraterrestrial, Fantasy, Feathered, Flying, Garuda, Griffin, Harpy, Hippogriff, Monster, Phoenix, Roc, Simurgh, Thunderbird, Winged",生物,奇幻禽类,"外星鸟类,幻想的鸟类,奇幻鸟类",生物,奇幻禽類,"外星鳥類,幻想的鳥類,奇幻鳥類"
CREATURES,BEAST,CREABeast,CREA,"Abomination, Beast, Cerberus, Chupacabra, Creature, Cryptid, Mammoth, Minotaur, Monster, Mumakil, Quadruped, Sasquatch, Unicorn, Wooly, Yeti",生物,野兽,"猛犸象,长毛象",生物,野獸,"猛獁象,長毛象"
CREATURES,BLOB,CREABlob,CREA,"Amorphous, Blob, Blobby, Formless, Gelatinous, Gloop, Gooey, Goop, Jelly-Like, Mass, Monster, Ooze, Shapeless, Slime, Slimy, Viscous",生物,黏体生物,"变形怪体,粘稠状的生物",生物,黏體生物,"變形怪體,粘稠狀的生物"
CREATURES,DINOSAUR,CREADino,CREA,"Allosaur, Allosaurus, Ankylosaurus, Anteosaur, Apatosaurus, Archaeopteryx, Archosaur, Argentinosaur, Beastie, Brachiosaurus, Brontosaur, Brontosaurs, Brontosaurus, Carnosaur, Cerapodan, Ceratopsian, Deinosaur, Dino, Dinocarid, Dinoceratan, Dinos, Dinosauriform, Dinosauromorph, Dinosaurus, Dinotherium, Diplodocus, Duckbilled, Exhibition, Fossil, Fossilised, Fossilized, Fossils, Hadrosaur, Hadrosaurs, Hung, Ichthyosaur, Ichthyosaurus, Iguanodon, Jurassic, Mesosaur, Mesosaurid, Mesozoic, Mosasaur, Non, Nothosaur, Ornithischian, Ornithopod, Oviraptor, Palaeontologist, Palaeontology, Palaeosaur, Paleontologist, Paleontology, Parasaurolophus, Pelagosaur, Plateosaur, Plesiosaur, Prehistoric, Prosauropod, Protorosaur, Pteranodon, Pterodactyl, Pterodactyls, Pterosaur, Pterosaurs, Raptor, Reptile, Rex, Rhynchosaur, Saurian, Saurians, Saurischian, Sauropod, Sauropods, Saurs, Segnosaurid, Spinosaur, Spinosaurid, Spinosaurus, Stegosaur, Stegosaurs, Stegosaurus, Teleosaur, Therizinosaurid, Theropod, Titanosaur, Triceratops, Trilophosaurid, Tyrannosaur, Tyrannosaurid, Tyrannosaurs, Tyrannosaurus, Velociraptor",生物,恐龙,"雷龙, 迅猛龙, 三角龙, 剑龙, 暴龙, 异特龙, 棘龙, 腕龙, 始祖鸟, 翼龙, 翼手龙",生物,恐龍,"雷龍, 迅猛龍, 三角龍, 劍龍, 暴龍, 異特龍, 棘龍, 腕龍, 始祖鳥, 翼龍, 翼手龍"
CREATURES,DRAGON,CREADrgn,CREA,"Chimera, Draco, Drago, Dragon, Dragoness, Dragonlike, Dragonslayer, Drake, Firedrake, Hydra, Naga, Serpent, Wyrm, Wyrmling, Wyvern, Wyverns",生物,龙,"龙,德雷克,飞龙",生物,龍,"龍,德雷克,飛龍"
CREATURES,ELEMENTAL,CREAElem,CREA,"Air, Alchemic, Alchemical, Arcane, Crystal, Earth, Fire, Giant, Golem, Ice, Monster, Primal, Primeval, Rock, Shadow, Snow, Water, Wood",生物,精灵生物,"岩石怪物,火怪物,冰怪物,岩石巨人,冰巨人,魔像",生物,精靈生物,"岩石怪物,火怪物,冰怪物,岩石巨人,冰巨人,魔像"
CREATURES,ETHEREAL,CREAEthr,CREA,"Aethereal, Angel, Apparition, Apparitional, Astral, Banshee, Being, Corporeal, Ephemeral, Ethereal, Floaty, Ghost, Ghostlike, Ghosts, Gossamer, Otherworldly, Phantasmal, Phantasmic, Phantom, Poltergeist, Soul, Specter, Spectral, Spirit, Spirits, Vaporous, Vapory, Wisp, Wispy, Wraith",生物,鬼魂,"幽灵,鬼魂,空灵的人声,幻影",生物,鬼魂,"幽靈,鬼魂,空靈的人聲,幻影"
CREATURES,HUMANOID,CREAHmn,CREA,"Bigfoot, Dead, Elf, Frankenstein, Ghoul, Living, Mummy, Ogre, Orcs, Swamp, Tengu, Thing, Troll, Undead, Vampire, Werewolf, Witch, Zombie",生物,类人动物,"僵尸,亡灵,活死人,食尸鬼,吸血鬼,精灵,兽人,食人魔,巨魔,天狗,妖精,大脚怪,沼泽物,狼人,科学怪人,木乃伊",生物,類人動物,"殭屍,亡靈,活死人,食屍鬼,吸血鬼,精靈,獸人,食人魔,巨魔,天狗,妖精,大腳怪,沼澤物,狼人,科學怪人,木乃伊"
CREATURES,INSECTOID,CREAInsc,CREA,"Ant, Arachnid, Giant, Spider, Wasp",生物,巨型昆虫,"巨型蚂蚁,巨型蜘蛛",生物,巨型昆蟲,"巨型螞蟻,巨型蜘蛛"
CREATURES,MISC,CREAMisc,CREA,"Cryptids, Folklore, Miscellaneous, Mythical, Mythological",生物,其它,不符合列表中分类的其他生物,生物,其它,不符合列表中分類的其他生物
CREATURES,MONSTER,CREAMnstr,CREA,"Behemoth, Chupacabra, Godzilla, King, Kong, Rancor, Xenomorph, Yeti",生物,怪兽,"哥斯拉, 金刚, 庞然大物, 异形",生物,怪獸,"哥斯拉, 金剛, 龐然大物, 異形"
CREATURES,REPTILIAN,CREARept,CREA,"Basilisk, Giant, Gorgon, Lizard, Medusa, Serpent, Serpentine, Snake",生物,巨型爬行生物,"巨蜥, 巨蛇, 嘶声怪",生物,巨型爬行生物,"巨蜥, 巨蛇, 嘶聲怪"
