Category,SubCategory,CatID,CatShort,Synonyms - Comma Separated,Category_zh,SubCategory_zh,Synonyms_zh,Category_tw,SubCategory_tw,Synonyms_tw,Category_ja,SubCategory_ja,Synonyms_ja
DESIGNED,ETHEREAL,DSGNEthr,DSGN,"ethereal, celestial",声音设计,鬼魅飘渺,"空灵,天上",聲音設計,鬼魅飄渺,"空靈,天上",デザイン、効果,異次元,"エーテル的, 天空的"
DESIGNED,GRANULAR,DSGNGran,DSGN,"granular, paulstretch, grains, slices",声音设计,粒状,"颗粒, 合成器",聲音設計,粒狀,"顆粒, 合成器",デザイン、効果,粒状,"粒状, ポールストレッチ, 粒子, スライス"
DESIGNED,IMPACT,DSGNImpt,DSGN,"impact, hit, slam, smash, collision",声音设计,碰撞,"撞击,碰撞,猛击,粉碎",聲音設計,碰撞,"撞擊,碰撞,猛擊,粉碎",デザイン、効果,衝撃,"衝撃, ヒット, スラム, スマッシュ, 衝突"
DESIGNED,MISC,DSGNMisc,DSGN,miscellaneous,声音设计,其它,各种各样的,聲音設計,其它,各種各樣的,デザイン、効果,その他,雑多な
DESIGNED,MORPH,DSGNMorph,DSGN,"morph, blend, transition",声音设计,合成器,"合成器,混合,过渡",聲音設計,合成器,"合成器,混合,過渡",デザイン、効果,モーフ,"モーフ, ブレンド, トランジション"
DESIGNED,RISER,DSGNRise,DSGN,"reverse, crescendo, rizer, riser, tension",声音设计,渐强,"反向,渐强,立管,张力",聲音設計,漸強,"反向,漸強,立管,張力",デザイン、効果,上昇系持続音,"リバース, クレッシェンド, ライザー, ライザー, テンション"
DESIGNED,RUMBLE,DSGNRmbl,DSGN,"subharmonic, rumble, shake, earthquake",声音设计,次声波,"次谐波,隆隆声,震动,地震",聲音設計,次聲波,"次諧波,隆隆聲,震動,地震",デザイン、効果,地鳴り音,"サブハーモニック, ランブル, シェイク, 地震"
DESIGNED,RHYTHMIC,DSGNRythm,DSGN,"stutter, glitch, pulse, stattaco",声音设计,节奏性,"口吃,故障,节奏律动,停顿",聲音設計,節奏性,"口吃,故障,節奏律動,停頓",デザイン、効果,リズミック,"スタッター, グリッチ, パルス, スタッタコ"
DESIGNED,SOURCE,DSGNSrce,DSGN,"source, raw, material, raw recording",声音设计,原始录音,"来源,原始素材,素材,原始录音",聲音設計,原始錄音,"來源,原始素材,素材,原始錄音",デザイン、効果,イメージ音,ソース，生，素材，生録音
DESIGNED,STINGER,DSGNStngr,DSGN,"sting, startle, trailer, cinematic",声音设计,重音强调,"刺痛,惊吓,预告片,戏剧化",聲音設計,重音強調,"刺痛,驚嚇,預告片,戲劇化",デザイン、効果,シンセ系アタック音,"刺すような,驚かすような,予告編のような,映画のような"
DESIGNED,SYNTHETIC,DSGNSynth,DSGN,"synthesized, synth, mod synth, modular synth, granular, analog synth, modular synth",声音设计,电子合成,"合成,合成器,模块化合成器,颗粒状,模拟合成器,模块化合成器",聲音設計,電子合成,"合成,合成器,模塊化合成器,顆粒狀,模擬合成器,模塊化合成器",デザイン、効果,シンセ系持続音,"シンセサイザー, シンセ, モジュラーシンセ, グラニュラー, アナログシンセ, モジュラーシンセ"
DESIGNED,TONAL,DSGNTonl,DSGN,"tinnitus, ringing, shell shock, subjective",声音设计,音乐性,"耳鸣,炮击,主观视角",聲音設計,音樂性,"耳鳴,砲擊,主觀視角",デザイン、効果,アンビエント系音,"耳鳴り, 鳴り物, シェルショック, 主観的な"
DESIGNED,VOCAL,DSGNVocl,DSGN,"enchantment, spell, processed, vocal, whisper, ghostly",声音设计,人声,"魔法,咒语,经过处理的,人声,耳语,幽灵",聲音設計,人聲,"魔法,咒語,經過處理的,人聲,耳語,幽靈",デザイン、効果,ボーカル,"エンチャント, 呪文, 加工, ボーカル, ウィスパー, ゴースト的"
DESIGNED,WHOOSH,DSGNWhsh,DSGN,"whoosh, trailer swish, swish",声音设计,呼声,"嗖嗖,預告片中的嗖嗖, 飞过, 划过",聲音設計,呼聲,"嗖嗖,預告片中的嗖嗖, 飛過, 劃過",デザイン、効果,,"フーッ, トレーラースウィッシュ, スウィッシュ"
DESTRUCTION,COLLAPSE,DESTRClpse,DESTR,"collapse, topple, fell, implode",拆除,倒塌,"倒塌,倾倒,跌倒,内爆",拆除,倒塌,"倒塌,傾倒,跌倒,內爆",破壊音,倒壊,"崩壊, 倒れる, 倒れる, 爆縮する"
DESTRUCTION,CRASH & DEBRIS,DESTRCrsh,DESTR,"crash, rupture, implode, smash, break, shatter",拆除,碎片,"崩溃,破裂,内爆,粉碎,打破,粉碎",拆除,碎片,"崩潰,破裂,內爆,粉碎,打破,粉碎",破壊音,破壊、瓦礫,"衝突, 破裂, 爆縮, 破壊, 砕く, 粉砕"
DESTRUCTION,MISC,DESTRMisc,DESTR,miscellaneous,拆除,其它,各种各样的,拆除,其它,各種各樣的,破壊音,その他,雑多な
DIRT & SAND,CRASH & DEBRIS,DIRTCrsh,DIRT,"debris, sand, dirt, trickle, spray, crumble",沙土,碎屑,"碎片,沙子,污垢,滴流,喷洒,碎裂",沙土,碎屑,"碎片,沙子,污垢,滴流,噴灑,碎裂",ダートと砂地,破壊、瓦礫,"debris, sand, dirt, trickle, spray, crumble（破片,砂,泥,しぶき,砕け散る"
DIRT & SAND,DUST,DIRTDust,DIRT,"fine, particle, sediment, silt, dust",沙土,灰尘,"细粒,颗粒,沉积物,淤泥,灰尘",沙土,灰塵,"細粒,顆粒,沉積物,淤泥,灰塵",ダートと砂地,埃,"細かい,粒子,沈殿物,シルト,ほこり"
DIRT & SAND,HANDLE,DIRTHndl,DIRT,"handle, grab, dig, catch",沙土,抓取,"处理,抓取,挖掘,捕捉",沙土,抓取,"處理,抓取,挖掘,捕捉",ダートと砂地,めくる、持つ,"扱う,つかむ,掘る,捕らえる"
DIRT & SAND,IMPACT,DIRTImpt,DIRT,"dump, thud, unload, drop",沙土,碰撞,"倾倒, 砰, 卸下, 放下",沙土,碰撞,"傾倒, 砰, 卸下, 放下",ダートと砂地,衝撃,"ダンプ,ドスン,アンロード,ドロップ"
DIRT & SAND,MISC,DIRTMisc,DIRT,miscellaneous,沙土,其它,各种各样的,沙土,其它,各種各樣的,ダートと砂地,その他,雑多な
DIRT & SAND,MOVEMENT,DIRTMvmt,DIRT,"pour, unload, flow, spill",沙土,移动,"倾倒,卸载,流动,溢出",沙土,移動,"傾倒,卸載,流動,溢出",ダートと砂地,飛び散る,"注ぐ, 降ろす, 流す, こぼす"
DIRT & SAND,TONAL,DIRTTonl,DIRT,"sand dunes, singing sands",沙土,音乐性,"风沙,鸣沙",沙土,音樂性,"風沙,鳴沙",ダートと砂地,金属の音階,"砂丘, 砂を歌う"
DOORS,ANTIQUE,DOORAntq,DOOR,"castle, abby, church, old, ancient, antique",门,古董,"城堡,大教堂,教堂,古老,古代,古董",門,古董,"城堡,大教堂,教堂,古老,古代,古董",ドア,アンティーク,"城,アビー,教会,古い,古代の,アンティークの"
DOORS,APPLIANCE,DOORAppl,DOOR,"oven, microwave, refrigerator, dishwasher, laundry machine, dryer",门,家电,"烤箱,微波炉,冰箱,洗碗机,洗衣机,烘干机",門,家電,"烤箱,微波爐,冰箱,洗碗機,洗衣機,烘乾機",ドア,器具、設備,"オーブン,電子レンジ,冷蔵庫,食器洗い機,洗濯機,乾燥機"
DOORS,CABINET,DOORCab,DOOR,"cabinet, kitchen cabinet, tool cabinet",门,箱柜,"橱柜,厨柜,工具柜",門,箱櫃,"櫥櫃,廚櫃,工具櫃",ドア,戸棚,"キャビネット,キッチンキャビネット,ツールキャビネット"
DOORS,COMPOSITE,DOORComp,DOOR,"fiberglass, door",门,特殊材料,"玻璃纤维,门",門,特殊材料,"玻璃纖維,門",ドア,合成,"ファイバーグラス,ドア"
DOORS,CREAK,DOORCreak,DOOR,"creak, door, dungeon, cellar, castle, wood door, metal door, door creak",门,嘎吱,"吱吱声,门,地牢,地窖,城堡,木门,金属门,门吱吱声",門,嘎吱,"吱吱聲,門,地牢,地窖,城堡,木門,金屬門,門吱吱聲",ドア,きしみ,"きしむ,ドア,地下牢,地下室,城,木製ドア,金属製ドア,ドアのきしむ音"
DOORS,DUNGEON,DOORDungn,DOOR,"castle, dungeon, large, cellar",门,传统大门,"城堡, 地牢, 巨物, 地窖",門,傳統大門,"城堡, 地牢, 巨物, 地窖",ドア,城のゲート,"城, 地下, 大きい, 地下室"
DOORS,ELECTRIC,DOORElec,DOOR,"electric door, garage door, soundstage door, automatic door",门,电动门,"电动门,车库门,摄影棚门,自动门",門,電動門,"電動門,車庫門,攝影棚門,自動門",ドア,電気,"電気ドア, ガレージドア, 音響室用ドア, 自動ドア"
DOORS,GATE,DOORGate,DOOR,"garden gate, fence gate, park gate, rail crossing, cattle gate, farm gate",门,大门,"花园门,栅栏门,公园门,铁路道口,牛圈门,农场门",門,大門,"花園門,柵欄門,公園門,鐵路道口,牛圈門,農場門",ドア,ゲート、門,"ガーデンゲート,フェンスゲート,パークゲート,レールクロッシング,キャトルゲート,ファームゲート"
DOORS,GLASS,DOORGlas,DOOR,"glass door, store door, bay door, french door",门,玻璃门,"玻璃门,商店门,海涯门,法式门",門,玻璃門,"玻璃門,商店門,海涯門,法式門",ドア,ガラス,"ガラスドア,店舗ドア,ベイドア,フレンチドア"
DOORS,HARDWARE,DOORHdwr,DOOR,"doorknob, deadbolt, push bar, chain lock, hinge, latch, handle, hardware, lock picking, jiggle",门,锁具,"门把手,门闩,推杆,链锁,铰链,把手,五金制品,撬锁,摇晃",門,鎖具,"門把手,門閂,推桿,鏈鎖,鉸鏈,把手,五金製品,撬鎖,搖晃",ドア,ハードウエア,"ドアノブ,デッドボルト,プッシュバー,チェーンロック,ヒンジ,ラッチ,ハンドル,ハードウェア,ロックピッキング,ジグル"
DOORS,HITECH,DOORTech,DOOR,lab door,门,高科技,实验室门,門,高科技,實驗室門,ドア,ハイテク,研究室ドア
DOORS,HYDRAULIC & PNEUMATIC,DOORHydr,DOOR,"door closer, pneumatic, hydraulic, powered hatch",门,液压与气动,"闭门器,气动,液压,电动舱口, 气阀门",門,液壓與氣動,"閉門器,氣動,液壓,電動艙口, 氣閥門",ドア,油圧システムドア,"ドアクローザー,空気圧式,油圧式,電動式ハッチ"
DOORS,KNOCK,DOORKnck,DOOR,"knock, rap, knocker, bang, thud, thump",门,敲门,"敲,说唱,敲门,砰砰,咚咚",門,敲門,"敲,說唱,敲門,砰砰,咚咚",ドア,ノック,"ノック,ラップ,ノッカー,バン,ドスン,ドスン"
DOORS,METAL,DOORMetl,DOOR,"rollup, vault, safe, hatch",门,金属门,"卷轴门,保险库,保险箱,舱门",門,金屬門,"捲軸門,保險庫,保險箱,艙門",ドア,メタル、金属,"ロールアップ,金庫,金庫,ハッチ"
DOORS,MISC,DOORMisc,DOOR,miscellaneous,门,其它,各种各样的,門,其它,各種各樣的,ドア,その他,雑多なもの
DOORS,PLASTIC,DOORPlas,DOOR,"porta john, porta let, porta pottie",门,塑料门,"厕所,便器",門,塑料門,"廁所,便器",ドア,プラスティック,"ポータジョン,ポータレット,ポータポッティ"
DOORS,PRISON,DOORPrisn,DOOR,"jail door, prison door",门,牢门,"监狱门,栅栏门",門,牢門,"監獄門,柵欄門",ドア,刑務所,"監獄の扉,刑務所の扉"
DOORS,REVOLVING,DOORRevl,DOOR,"revolve, rotate, revolving door, hotel, airport, mall",门,旋转门,"旋转门,酒店,机场,商场",門,旋轉門,"旋轉門,酒店,機場,商場",ドア,回転,"回転する,回転する,回転ドア,ホテル,空港,モール"
DOORS,SLIDING,DOORSlid,DOOR,"sliding glass door, patio door, shower door",门,滑动门,"玻璃推拉门,庭院门,淋浴门",門,滑動門,"玻璃推拉門,庭院門,淋浴門",ドア,スライド,"ガラススライディングドア,パティオドア,シャワードア"
DOORS,STONE,DOORSton,DOOR,"tomb, crypt, temple, mausoleum, secret entrance",门,石门,"坟墓,地穴,寺庙,陵墓,秘密入口",門,石門,"墳墓,地穴,寺廟,陵墓,秘密入口",ドア,石,"墓,地下室,寺院,霊廟,秘密の入り口"
DOORS,SWINGING,DOORSwng,DOOR,"saloon door, traffic door, restaurant door, church pulpit door",门,双开门,"沙龙门,走廊门,餐厅门,教堂讲坛门",門,雙開門,"沙龍門,走廊門,餐廳門,教堂講壇門",ドア,スイング、揺れる,"サロンのドア,交通機関のドア,レストランのドア,教会の説教壇のドア"
DOORS,WOOD,DOORWood,DOOR,"entrance, front door, closet",门,木门,"入口,前门,壁橱",門,木門,"入口,前門,壁櫥",ドア,木,"入り口,玄関,クローゼット"
DRAWERS,METAL,DRWRMetl,DRWR,"tool box, rack drawer, filing cabinet, cash register, security drawer",抽屉,金属,"工具箱,抽屉架,文件柜,收银机,安全抽屉",抽屜,金屬,"工具箱,抽屜架,文件櫃,收銀機,安全抽屜",引き出し,金属,"工具箱,ラック引き出し,ファイリングキャビネット,キャッシュレジスター,セキュリティ引き出し"
DRAWERS,MISC,DRWRMisc,DRWR,miscellaneous,抽屉,其它,各种各样的,抽屜,其它,各種各樣的,引き出し,その他,雑多な
DRAWERS,PLASTIC,DRWRPlas,DRWR,"parts bin, desk organizer",抽屉,塑料,"零件箱,桌面整理器",抽屜,塑料,"零件箱,桌面整理器",引き出し,プラスティック,"部品箱,デスクオーガナイザー"
DRAWERS,WOOD,DRWRWood,DRWR,"kitchen drawer, bathroom drawer",抽屉,木制,"厨房抽屉,浴室抽屉",抽屜,木製,"廚房抽屜,浴室抽屜",引き出し,木,"キッチンの引き出し,バスルームの引き出し"
ELECTRICITY,ARC,ELECArc,ELEC,"jacob's ladder, tesla coil, ark, arch, power station, electrocute",电流,电弧,"天梯,磁暴线圈,方舟,拱门,电站,触电",電流,電弧,"天梯,磁暴線圈,方舟,拱門,電站,觸電",電気、電力,アーク、電弧,"ジェイコブの梯子,テスラコイル,箱舟,アーチ,発電所,感電死"
ELECTRICITY,BUZZ & HUM,ELECBuzz,ELEC,"ground hum, amp hum, amp buzz, speaker hum, speaker buzz, hum, buzz, induction hum",电流,电流噪声,"地面嗡嗡声,放大器嗡嗡声,扬声器嗡嗡声,嗡嗡声,感应嗡嗡声, 嗡嗡",電流,電流噪聲,"地面嗡嗡聲,放大器嗡嗡聲,揚聲器嗡嗡聲,嗡嗡聲,感應嗡嗡聲, 嗡嗡",電気、電力,ハムノイズ,"グランドハム,アンプハム,アンプバズ,スピーカーハム,スピーカーバズ,ハム,バズ,インダクションハム"
ELECTRICITY,ELECTROMAGNETIC,ELECEmf,ELEC,"emf, coil, pickup, induction",电流,电磁,"电抗器,线圈,传染器,感应器",電流,電磁,"電抗器,線圈,傳染器,感應器",電気、電力,電磁石,"emf, コイル, ピックアップ, インダクション"
ELECTRICITY,MISC,ELECMisc,ELEC,miscellaneous,电流,其它,各种各样的,電流,其它,各種各樣的,電気、電力,その他,雑多
ELECTRICITY,SPARKS,ELECSprk,ELEC,"sparkler, weld, sputter, shorting",电流,电火花,"火花,焊接,溅射,短路",電流,電火花,"火花,焊接,濺射,短路",電気、電力,放電,"線香花火,溶接,スパッタリング,短絡"
ELECTRICITY,ZAP,ELECZap,ELEC,"discharge, tase, taser, electrocute",电流,漏电,"放电, 泰瑟枪, 电击枪, 电击,触电",電流,漏電,"放電, 泰瑟槍, 電擊槍, 電擊,觸電",電気、電力,短い衝撃音,"放電,テーザー,テーザー銃,感電死"
EQUIPMENT,BRIDLE & TACK,EQUIPBridle,EQUIP,"bridle, reigns, leash, harness, dog leash, saddle strap",器具,挽具,"缰绳,统治,皮带,马具,狗带,马鞍带",器具,挽具,"韁繩,統治,皮帶,馬俱,狗帶,馬鞍帶",道具、器具,動物の手綱,"手綱,手綱,リード,ハーネス,犬用リード,鞍用ストラップ"
EQUIPMENT,HITECH,EQUIPTech,EQUIP,"space suit, utility belt",器具,高科技,"宇航服,科技服装",器具,高科技,"宇航服,科技服裝",道具、器具,ハイテク,"宇宙服,ユーティリティベルト"
EQUIPMENT,MISC,EQUIPMisc,EQUIP,miscellaneous,器具,其它,各种各样的,器具,其它,各種各樣的,道具、器具,その他,雑多なもの
EQUIPMENT,RECREATIONAL,EQUIPRec,EQUIP,"backpack, hike, hiking, mountaineering, climb, rock climb, camp, tent",器具,户外装备,"背包,远足,登山,攀岩,营地,帐篷",器具,戶外裝備,"背包,遠足,登山,攀岩,營地,帳篷",道具、器具,アウドドア,"バックパック,ハイキング,登山,クライミング,ロッククライミング,キャンプ,テント"
EQUIPMENT,SPORT,EQUIPSprt,EQUIP,"shoulder pad, knee pad, shin pad, jock strap",器具,运动装备,"护肩,护膝,护胫,护腿带",器具,運動裝備,"護肩,護膝,護脛,護腿帶",道具、器具,スポーツ,"ショルダーパッド,ニーパッド,スネパッド,ジョックストラップ"
EQUIPMENT,TACTICAL,EQUIPTact,EQUIP,"belt, tactical, duty belt, ammo belt, police, military, bandoleer",器具,军事装备,"腰带, 军警带, 执勤腰带, 弹药腰带, 子弹带",器具,軍事裝備,"腰帶, 軍警帶, 執勤腰帶, 彈藥腰帶, 子彈帶",道具、器具,軍用、警察用,"ベルト,タクティカル,デューティーベルト,弾薬ベルト,ポリス,ミリタリー,バンドリア"
EXPLOSIONS,DESIGNED,EXPLDsgn,EXPL,"shockwave, sweetener, echo",爆炸,声音设计,"冲击波,爆炸, 铺垫",爆炸,聲音設計,"衝擊波,爆炸, 鋪墊",爆発,デザイン創作音,"衝撃波,甘味料,エコー"
EXPLOSIONS,MISC,EXPLMisc,EXPL,detonation,爆炸,其它,"爆炸, 引爆",爆炸,其它,"爆炸, 引爆",爆発,その他,デトネーション
EXPLOSIONS,REAL,EXPLReal,EXPL,"bang, implosion, crack, pop",爆炸,真实,"砰,爆炸实录,爆裂, 炸弹",爆炸,真實,"砰,爆炸實錄,爆裂, 炸彈",爆発,現場収録音,"バン,爆縮,亀裂,ポップ"
FARTS,DESIGNED,FARTDsgn,FART,"putty, razzberry, raspberry, whoopie cushion, flarp, armpit, fartbag, balloon",放屁,声音设计,"呸声,嘘声,软坐垫,襟翼,腋窝,放屁袋,气球",放屁,聲音設計,"呸聲,噓聲,軟坐墊,襟翼,腋窩,放屁袋,氣球",おなら,デザイン創作音,"パテ,ラズベリー,ラズベリー,ウーピー?クッション,フラップ,ワキ,ファートバッグ,バルーン"
FARTS,MISC,FARTMisc,FART,animal fart,放屁,其它,"动物屁, 动物放屁",放屁,其它,"動物屁, 動物放屁",おなら,その他,動物のおなら
FARTS,REAL,FARTReal,FART,"human fart, flatulence, poot, toot",放屁,真实,"人类放屁,胀气,扑哧,嘟嘟, 人类屁",放屁,真實,"人類放屁,脹氣,扑哧,嘟嘟, 人類屁",おなら,実音,"人間のおなら,鼓腸,プート,トゥート"
FIGHT,BODYFALL,FGHTBf,FGHT,"bodyfall, body drag, scuffle, body slam, tackle",打斗,跌倒,"跌倒,拉扯,混战,身体猛击,擒, 抱",打鬥,跌倒,"跌倒,拉扯,混戰,身體猛擊,擒, 抱",戦闘、戦い,人体落下,"ボディフォール,ボディドラッグ,スカッフル,ボディスラム,タックル"
FIGHT,CLOTH,FGHTClth,FGHT,"combat cloth, grab, snatch, cloth impact, cloth hit",打斗,衣服,"衣服摩擦,抓,抢,撞击衣物,抖衣料",打鬥,衣服,"衣服摩擦,抓,搶,撞擊衣物,抖衣料",戦闘、戦い,布、衣擦れ,"戦闘服, グラブ, スナッチ, 布製インパクト, 布製ヒット"
FIGHT,GRAB,FGHTGrab,FGHT,"combat, grab, grapple, wrestle, judo",打斗,抓握,"格斗,抢夺,格斗,摔跤,柔道",打鬥,抓握,"格鬥,搶奪,格鬥,摔跤,柔道",戦闘、戦い,掴む,"格闘, グラップル, レスリング, 柔道"
